MCF	2970.000000	0.005000
MCF	3530.000000	0.010000
MCF	3624.000000	0.015000
MCF	3804.000000	0.020000
MCF	3808.000000	0.025000
MCF	3886.000000	0.030000
MCF	3910.000000	0.035000
MCF	3974.000000	0.040000
MCF	4010.000000	0.045000
MCF	4032.000000	0.050000
MCF	4082.000000	0.055000
MCF	4082.000000	0.060000
MCF	4096.000000	0.065000
MCF	4132.000000	0.070000
MCF	4148.000000	0.075000
MCF	4164.000000	0.080000
MCF	4184.000000	0.085000
MCF	4208.000000	0.090000
MCF	4218.000000	0.095000
MCF	4294.000000	0.100000
MCF	4298.000000	0.105000
MCF	4304.000000	0.110000
MCF	4326.000000	0.115000
MCF	4328.000000	0.120000
MCF	4338.000000	0.125000
MCF	4346.000000	0.130000
MCF	4356.000000	0.135000
MCF	4360.000000	0.140000
MCF	4394.000000	0.145000
MCF	4398.000000	0.150000
MCF	4450.000000	0.155000
MCF	4454.000000	0.160000
MCF	4460.000000	0.165000
MCF	4462.000000	0.170000
MCF	4464.000000	0.175000
MCF	4464.000000	0.180000
MCF	4468.000000	0.185000
MCF	4488.000000	0.190000
MCF	4502.000000	0.195000
MCF	4504.000000	0.200000
MCF	4510.000000	0.205000
MCF	4514.000000	0.210000
MCF	4524.000000	0.215000
MCF	4532.000000	0.220000
MCF	4532.000000	0.225000
MCF	4538.000000	0.230000
MCF	4540.000000	0.235000
MCF	4548.000000	0.240000
MCF	4552.000000	0.245000
MCF	4564.000000	0.250000
MCF	4576.000000	0.255000
MCF	4578.000000	0.260000
MCF	4580.000000	0.265000
MCF	4590.000000	0.270000
MCF	4592.000000	0.275000
MCF	4598.000000	0.280000
MCF	4602.000000	0.285000
MCF	4608.000000	0.290000
MCF	4616.000000	0.295000
MCF	4632.000000	0.300000
MCF	4638.000000	0.305000
MCF	4646.000000	0.310000
MCF	4650.000000	0.315000
MCF	4650.000000	0.320000
MCF	4666.000000	0.325000
MCF	4666.000000	0.330000
MCF	4668.000000	0.335000
MCF	4670.000000	0.340000
MCF	4674.000000	0.345000
MCF	4680.000000	0.350000
MCF	4690.000000	0.355000
MCF	4694.000000	0.360000
MCF	4696.000000	0.365000
MCF	4696.000000	0.370000
MCF	4702.000000	0.375000
MCF	4714.000000	0.380000
MCF	4716.000000	0.385000
MCF	4720.000000	0.390000
MCF	4720.000000	0.395000
MCF	4728.000000	0.400000
MCF	4730.000000	0.405000
MCF	4730.000000	0.410000
MCF	4732.000000	0.415000
MCF	4734.000000	0.420000
MCF	4736.000000	0.425000
MCF	4738.000000	0.430000
MCF	4738.000000	0.435000
MCF	4740.000000	0.440000
MCF	4742.000000	0.445000
MCF	4742.000000	0.450000
MCF	4744.000000	0.455000
MCF	4746.000000	0.460000
MCF	4748.000000	0.465000
MCF	4750.000000	0.470000
MCF	4750.000000	0.475000
MCF	4752.000000	0.480000
MCF	4756.000000	0.485000
MCF	4758.000000	0.490000
MCF	4762.000000	0.495000
MCF	4766.000000	0.500000
MCF	4766.000000	0.505000
MCF	4766.000000	0.510000
MCF	4770.000000	0.515000
MCF	4770.000000	0.520000
MCF	4774.000000	0.525000
MCF	4778.000000	0.530000
MCF	4780.000000	0.535000
MCF	4788.000000	0.540000
MCF	4790.000000	0.545000
MCF	4790.000000	0.550000
MCF	4806.000000	0.555000
MCF	4806.000000	0.560000
MCF	4810.000000	0.565000
MCF	4810.000000	0.570000
MCF	4814.000000	0.575000
MCF	4820.000000	0.580000
MCF	4822.000000	0.585000
MCF	4824.000000	0.590000
MCF	4842.000000	0.595000
MCF	4846.000000	0.600000
MCF	4854.000000	0.605000
MCF	4868.000000	0.610000
MCF	4872.000000	0.615000
MCF	4898.000000	0.620000
MCF	4902.000000	0.625000
MCF	4936.000000	0.630000
MCF	4958.000000	0.635000
MCF	4960.000000	0.640000
MCF	4964.000000	0.645000
MCF	4970.000000	0.650000
MCF	4972.000000	0.655000
MCF	4974.000000	0.660000
MCF	4978.000000	0.665000
MCF	4978.000000	0.670000
MCF	4980.000000	0.675000
MCF	4980.000000	0.680000
MCF	4980.000000	0.685000
MCF	4986.000000	0.690000
MCF	4988.000000	0.695000
MCF	4988.000000	0.700000
MCF	4990.000000	0.705000
MCF	4992.000000	0.710000
MCF	4994.000000	0.715000
MCF	4998.000000	0.720000
MCF	5002.000000	0.725000
MCF	5002.000000	0.730000
MCF	5002.000000	0.735000
MCF	5004.000000	0.740000
MCF	5004.000000	0.745000
MCF	5004.000000	0.750000
MCF	5006.000000	0.755000
MCF	5008.000000	0.760000
MCF	5010.000000	0.765000
MCF	5010.000000	0.770000
MCF	5010.000000	0.775000
MCF	5012.000000	0.780000
MCF	5014.000000	0.785000
MCF	5016.000000	0.790000
MCF	5016.000000	0.795000
MCF	5018.000000	0.800000
MCF	5020.000000	0.805000
MCF	5022.000000	0.810000
MCF	5022.000000	0.815000
MCF	5024.000000	0.820000
MCF	5024.000000	0.825000
MCF	5024.000000	0.830000
MCF	5026.000000	0.835000
MCF	5030.000000	0.840000
MCF	5034.000000	0.845000
MCF	5034.000000	0.850000
MCF	5036.000000	0.855000
MCF	5036.000000	0.860000
MCF	5040.000000	0.865000
MCF	5044.000000	0.870000
MCF	5046.000000	0.875000
MCF	5046.000000	0.880000
MCF	5046.000000	0.885000
MCF	5048.000000	0.890000
MCF	5050.000000	0.895000
MCF	5052.000000	0.900000
MCF	5058.000000	0.905000
MCF	5062.000000	0.910000
MCF	5062.000000	0.915000
MCF	5066.000000	0.920000
MCF	5066.000000	0.925000
MCF	5066.000000	0.930000
MCF	5066.000000	0.935000
MCF	5068.000000	0.940000
MCF	5070.000000	0.945000
MCF	5072.000000	0.950000
MCF	5076.000000	0.955000
MCF	5090.000000	0.960000
MCF	5092.000000	0.965000
MCF	5104.000000	0.970000
MCF	5106.000000	0.975000
MCF	5106.000000	0.980000
MCF	5108.000000	0.985000
MCF	5110.000000	0.990000
MCF	5116.000000	0.995000
MCF	5156.000000	1.000000
